Rank,Player,Weekly Salary,Pos.,Age,Status,Length (Yrs),2018-19 Salary,2019-20 Salary,2020-21 Salary,2021-22 Salary,2022-23 Salary,2023-24 Salary,2024-25 Salary,Club
279,Wayne Hennessey (http://www.capology.com/soccer/player/wayne-hennessey/salary-profile/),"$52,773",GK,32,Starter,3,"$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,$0,Crystal Palace
280,Willy Boly (http://www.capology.com/soccer/player/willy-boly/salary-profile/),"$52,773",CB,28,Starter,3,"$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,$0,Wolverhampton
281,Étienne Capoue (http://www.capology.com/soccer/player/etienne-capoue/salary-profile/),"$52,773",DM,30,Starter,4,"$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,Watford
282,Florian Lejeune (http://www.capology.com/soccer/player/florian-lejeune/salary-profile/),"$50,135",CB,27,Reserve,4,"$2,606,996","$2,606,996","$2,606,996","$2,606,996",$0,$0,$0,Newcastle
283,Jack Cork (http://www.capology.com/soccer/player/jack-cork/salary-profile/),"$50,135",DM,29,Starter,3,"$2,606,996","$2,606,996","$2,606,996",$0,$0,$0,$0,Burnley
284,Martin Dubravka (http://www.capology.com/soccer/player/martin-dubravka/salary-profile/),"$50,135",GK,30,Starter,4,"$2,606,996","$2,606,996","$2,606,996","$2,606,996",$0,$0,$0,Newcastle
285,Leander Dendoncker (http://www.capology.com/soccer/player/leander-dendoncker/salary-profile/),"$50,033",DM,23,Reserve,1,"$2,601,719",$0,$0,$0,$0,$0,$0,Wolverhampton
286,Jordon Ibe (http://www.capology.com/soccer/player/jordon-ibe/salary-profile/),"$49,475",RW,23,Reserve,2,"$2,572,694","$2,572,694",$0,$0,$0,$0,$0,Bournemouth
287,Samir Nasri (http://www.capology.com/soccer/player/samir-nasri/salary-profile/),"$48,638",LW,31,Reserve,1,"$2,529,156",$0,$0,$0,$0,$0,$0,West Ham
288,Jonny Castro (http://www.capology.com/soccer/player/jonny-castro/salary-profile/),"$48,409",LB,25,Starter,5,"$2,517,282","$2,517,282","$2,517,282","$2,517,282","$2,517,282",$0,$0,Wolverhampton
289,Aaron Lennon (http://www.capology.com/soccer/player/aaron-lennon/salary-profile/),"$46,177",RW,31,Starter,2,"$2,401,181","$2,401,181",$0,$0,$0,$0,$0,Burnley
290,Adam Smith (http://www.capology.com/soccer/player/adam-smith/salary-profile/),"$46,177",RB,27,Starter,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Bournemouth
291,Ainsley Maitland-Niles (http://www.capology.com/soccer/player/ainsley-maitland-niles/salary-profile/),"$46,177",RM,21,Reserve,5,"$2,401,181","$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,Arsenal
292,Andrew Surman (http://www.capology.com/soccer/player/andrew-surman/salary-profile/),"$46,177",CM,32,Reserve,2,"$2,401,181","$2,401,181",$0,$0,$0,$0,$0,Bournemouth
293,Anthony Knockaert (http://www.capology.com/soccer/player/anthony-knockaert/salary-profile/),"$46,177",RW,27,Starter,4,"$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,Brighton
294,Charlie Daniels (http://www.capology.com/soccer/player/charlie-daniels/salary-profile/),"$46,177",LB,32,Starter,2,"$2,401,181","$2,401,181",$0,$0,$0,$0,$0,Bournemouth
295,Ciaran Clark (http://www.capology.com/soccer/player/ciaran-clark/salary-profile/),"$46,177",CB,29,Starter,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Newcastle
296,Dan Gosling (http://www.capology.com/soccer/player/dan-gosling/salary-profile/),"$46,177",CM,29,Starter,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Bournemouth
297,Diego Rico (http://www.capology.com/soccer/player/diego-rico/salary-profile/),"$46,177",LB,26,Reserve,4,"$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,Bournemouth
298,Erik Durm (http://www.capology.com/soccer/player/erik-durm/salary-profile/),"$46,177",RB,26,Starter,1,"$2,401,181",$0,$0,$0,$0,$0,$0,Huddersfield
299,Heurelho Gomes (http://www.capology.com/soccer/player/heurelho-gomes/salary-profile/),"$46,177",GK,38,Reserve,1,"$2,401,181",$0,$0,$0,$0,$0,$0,Watford
300,Jason Puncheon (http://www.capology.com/soccer/player/jason-puncheon/salary-profile/),"$46,177",AM,32,Reserve,1,"$2,401,181",$0,$0,$0,$0,$0,$0,Huddersfield
301,Javier Manquillo (http://www.capology.com/soccer/player/javier-manquillo/salary-profile/),"$46,177",RB,24,Reserve,2,"$2,401,181","$2,401,181",$0,$0,$0,$0,$0,Newcastle
302,Jeff Hendrick (http://www.capology.com/soccer/player/jeff-hendrick/salary-profile/),"$46,177",CM,27,Starter,2,"$2,401,181","$2,401,181",$0,$0,$0,$0,$0,Burnley
303,Joel Ward (http://www.capology.com/soccer/player/joel-ward/salary-profile/),"$46,177",RB,29,Reserve,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Crystal Palace
304,John Ruddy (http://www.capology.com/soccer/player/john-ruddy/salary-profile/),"$46,177",GK,32,Reserve,2,"$2,401,181","$2,401,181",$0,$0,$0,$0,$0,Wolverhampton
305,Junior Stanislas (http://www.capology.com/soccer/player/junior-stanislas/salary-profile/),"$46,177",LW,29,Reserve,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Bournemouth
306,Laurent Depoitre (http://www.capology.com/soccer/player/laurent-depoitre/salary-profile/),"$46,177",CF,30,Reserve,1,"$2,401,181",$0,$0,$0,$0,$0,$0,Huddersfield
307,Lewis Cook (http://www.capology.com/soccer/player/lewis-cook/salary-profile/),"$46,177",CM,22,Reserve,4,"$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,Bournemouth
308,Marcus Bettinelli (http://www.capology.com/soccer/player/marcus-bettinelli/salary-profile/),"$46,177",GK,26,Starter,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Fulham
309,Matej Vydra (http://www.capology.com/soccer/player/matej-vydra/salary-profile/),"$46,177",CF,26,Reserve,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Burnley
310,Mathew Ryan (http://www.capology.com/soccer/player/mathew-ryan/salary-profile/),"$46,177",GK,27,Starter,4,"$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,Brighton
311,Matt Targett (http://www.capology.com/soccer/player/matt-targett/salary-profile/),"$46,177",LB,23,Starter,4,"$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,Southampton
312,Michy Batshuayi (http://www.capology.com/soccer/player/michy-batshuayi/salary-profile/),"$46,177",CF,25,Reserve,1,"$2,401,181",$0,$0,$0,$0,$0,$0,Crystal Palace
313,Nathaniel Chalobah (http://www.capology.com/soccer/player/nathaniel-chalobah/salary-profile/),"$46,177",DM,24,Reserve,4,"$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,Watford
314,Nick Pope (http://www.capology.com/soccer/player/nick-pope/salary-profile/),"$46,177",GK,26,Reserve,2,"$2,401,181","$2,401,181",$0,$0,$0,$0,$0,Burnley
315,Paul Dummett (http://www.capology.com/soccer/player/paul-dummett/salary-profile/),"$46,177",LB,27,Starter,4,"$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,Newcastle
316,Robbie Brady (http://www.capology.com/soccer/player/robbie-brady/salary-profile/),"$46,177",LM,27,Reserve,2,"$2,401,181","$2,401,181",$0,$0,$0,$0,$0,Burnley
317,Ruben Loftus-Cheek (http://www.capology.com/soccer/player/ruben-loftus-cheek/salary-profile/),"$46,177",CM,23,Reserve,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Chelsea
318,Shinji Okazaki (http://www.capology.com/soccer/player/shinji-okazaki/salary-profile/),"$46,177",CF,32,Reserve,1,"$2,401,181",$0,$0,$0,$0,$0,$0,Leicester
319,Steve Mounié (http://www.capology.com/soccer/player/steve-mounie/salary-profile/),"$46,177",CF,24,Starter,3,"$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,$0,Huddersfield
320,Terence Kongolo (http://www.capology.com/soccer/player/terence-kongolo/salary-profile/),"$46,177",CB,25,Starter,4,"$2,401,181","$2,401,181","$2,401,181","$2,401,181",$0,$0,$0,Huddersfield
321,Havard Nordtveit (http://www.capology.com/soccer/player/havard-nordtveit/salary-profile/),"$45,009",DM,28,Reserve,1,"$2,340,491",$0,$0,$0,$0,$0,$0,Fulham
322,Vincent Janssen (http://www.capology.com/soccer/player/vincent-janssen/salary-profile/),"$44,857",CF,24,Reserve,2,"$2,332,575","$2,332,575",$0,$0,$0,$0,$0,Tottenham
323,Youri Tielemans (http://www.capology.com/soccer/player/youri-tielemans/salary-profile/),"$43,589",CM,21,Reserve,1,"$2,266,609",$0,$0,$0,$0,$0,$0,Leicester
324,Zanka (http://www.capology.com/soccer/player/zanka/salary-profile/),"$43,538",CB,28,Starter,2,"$2,263,970","$2,263,970",$0,$0,$0,$0,$0,Huddersfield
325,Hélder Costa (http://www.capology.com/soccer/player/helder-costa/salary-profile/),"$42,878",RW,25,Starter,3,"$2,229,668","$2,229,668","$2,229,668",$0,$0,$0,$0,Wolverhampton
326,Jordan Ayew (http://www.capology.com/soccer/player/jordan-ayew/salary-profile/),"$42,878",CF,27,Reserve,5,"$2,229,668","$2,229,668","$2,229,668","$2,229,668","$2,229,668",$0,$0,Crystal Palace
327,Alfie Mawson (http://www.capology.com/soccer/player/alfie-mawson/salary-profile/),"$42,219",CB,25,Reserve,4,"$2,195,365","$2,195,365","$2,195,365","$2,195,365",$0,$0,$0,Fulham
328,Matty James (http://www.capology.com/soccer/player/matty-james/salary-profile/),"$42,219",CM,27,Reserve,4,"$2,195,365","$2,195,365","$2,195,365","$2,195,365",$0,$0,$0,Leicester
329,Ashley Westwood (http://www.capology.com/soccer/player/ashley-westwood/salary-profile/),"$40,899",DM,29,Starter,2,"$2,126,760","$2,126,760",$0,$0,$0,$0,$0,Burnley
330,Adama Diakhaby (http://www.capology.com/soccer/player/adama-diakhaby/salary-profile/),"$39,580",CF,22,Reserve,3,"$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,$0,Huddersfield
331,Alex Pritchard (http://www.capology.com/soccer/player/alex-pritchard/salary-profile/),"$39,580",AM,25,Starter,3,"$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,$0,Huddersfield
332,Alex Smithies (http://www.capology.com/soccer/player/alex-smithies/salary-profile/),"$39,580",GK,29,Reserve,4,"$2,058,155","$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,Cardiff
333,Andreas Pereira (http://www.capology.com/soccer/player/andreas-pereira/salary-profile/),"$39,580",AM,23,Reserve,1,"$2,058,155",$0,$0,$0,$0,$0,$0,Manchester United
334,Ben Foster (http://www.capology.com/soccer/player/ben-foster/salary-profile/),"$39,580",GK,36,Starter,2,"$2,058,155","$2,058,155",$0,$0,$0,$0,$0,Watford
335,Bobby Reid (http://www.capology.com/soccer/player/bobby-reid/salary-profile/),"$39,580",AM,26,Starter,4,"$2,058,155","$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,Cardiff
336,Bruno (http://www.capology.com/soccer/player/bruno/salary-profile/),"$39,580",RB,38,Starter,1,"$2,058,155",$0,$0,$0,$0,$0,$0,Brighton
337,Christian Atsu (http://www.capology.com/soccer/player/christian-atsu/salary-profile/),"$39,580",LW,27,Reserve,3,"$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,$0,Newcastle
338,Christian Kabasele (http://www.capology.com/soccer/player/christian-kabasele/salary-profile/),"$39,580",CB,28,Starter,3,"$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,$0,Watford
339,Dale Stephens (http://www.capology.com/soccer/player/dale-stephens/salary-profile/),"$39,580",CM,29,Starter,3,"$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,$0,Brighton
340,Danny Williams (http://www.capology.com/soccer/player/danny-williams/salary-profile/),"$39,580",DM,30,Reserve,1,"$2,058,155",$0,$0,$0,$0,$0,$0,Huddersfield
341,DeAndre Yedlin (http://www.capology.com/soccer/player/deandre-yedlin/salary-profile/),"$39,580",RB,25,Starter,3,"$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,$0,Newcastle
342,Glenn Murray (http://www.capology.com/soccer/player/glenn-murray/salary-profile/),"$39,580",CF,35,Starter,2,"$2,058,155","$2,058,155",$0,$0,$0,$0,$0,Brighton
343,Isaac Success (http://www.capology.com/soccer/player/isaac-success/salary-profile/),"$39,580",LW,23,Reserve,5,"$2,058,155","$2,058,155","$2,058,155","$2,058,155","$2,058,155",$0,$0,Watford
344,Joe Bryan (http://www.capology.com/soccer/player/joe-bryan/salary-profile/),"$39,580",LB,25,Starter,4,"$2,058,155","$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,Fulham
345,Johann Berg Gudmundsson (http://www.capology.com/soccer/player/johann-berg-gudmundsson/salary-profile/),"$39,580",RW,28,Starter,3,"$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,$0,Burnley
346,Jonathan Walters (http://www.capology.com/soccer/player/jonathan-walters/salary-profile/),"$39,580",RW,35,Reserve,1,"$2,058,155",$0,$0,$0,$0,$0,$0,Burnley
347,José Holebas (http://www.capology.com/soccer/player/jose-holebas/salary-profile/),"$39,580",LB,34,Starter,2,"$2,058,155","$2,058,155",$0,$0,$0,$0,$0,Watford
348,Lee Grant (http://www.capology.com/soccer/player/lee-grant/salary-profile/),"$39,580",GK,36,Reserve,2,"$2,058,155","$2,058,155",$0,$0,$0,$0,$0,Manchester United
349,Maarten Stekelenburg (http://www.capology.com/soccer/player/maarten-stekelenburg/salary-profile/),"$39,580",GK,36,Reserve,2,"$2,058,155","$2,058,155",$0,$0,$0,$0,$0,Everton
350,Pape Souaré (http://www.capology.com/soccer/player/pape-souare/salary-profile/),"$39,580",LB,28,Reserve,1,"$2,058,155",$0,$0,$0,$0,$0,$0,Crystal Palace
351,Ryan Fraser (http://www.capology.com/soccer/player/ryan-fraser/salary-profile/),"$39,580",LW,25,Starter,2,"$2,058,155","$2,058,155",$0,$0,$0,$0,$0,Bournemouth
352,Rúben Vinagre (http://www.capology.com/soccer/player/ruben-vinagre/salary-profile/),"$39,580",LB,20,Reserve,5,"$2,058,155","$2,058,155","$2,058,155","$2,058,155","$2,058,155",$0,$0,Wolverhampton
353,Simon Francis (http://www.capology.com/soccer/player/simon-francis/salary-profile/),"$39,580",RB,34,Reserve,2,"$2,058,155","$2,058,155",$0,$0,$0,$0,$0,Bournemouth
354,Solly March (http://www.capology.com/soccer/player/solly-march/salary-profile/),"$39,580",LM,24,Starter,4,"$2,058,155","$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,Brighton
355,Will Hughes (http://www.capology.com/soccer/player/will-hughes/salary-profile/),"$39,580",CM,23,Starter,4,"$2,058,155","$2,058,155","$2,058,155","$2,058,155",$0,$0,$0,Watford
356,Willy Caballero (http://www.capology.com/soccer/player/willy-caballero/salary-profile/),"$39,580",GK,37,Reserve,1,"$2,058,155",$0,$0,$0,$0,$0,$0,Chelsea
357,Bruno Ecuele Manga (http://www.capology.com/soccer/player/bruno-ecuele-manga/salary-profile/),"$38,920",CB,30,Starter,1,"$2,023,852",$0,$0,$0,$0,$0,$0,Cardiff
358,Adam Masina (http://www.capology.com/soccer/player/adam-masina/salary-profile/),"$36,941",LB,25,Reserve,5,"$1,920,944","$1,920,944","$1,920,944","$1,920,944","$1,920,944",$0,$0,Watford
359,Ivan Cavaleiro (http://www.capology.com/soccer/player/ivan-cavaleiro/salary-profile/),"$36,941",RW,25,Reserve,3,"$1,920,944","$1,920,944","$1,920,944",$0,$0,$0,$0,Wolverhampton
360,Joe Gomez (http://www.capology.com/soccer/player/joe-gomez/salary-profile/),"$36,941",CB,21,Starter,6,"$1,920,944","$1,920,944","$1,920,944","$1,920,944","$1,920,944","$1,920,944",$0,Liverpool
361,Jonas Lössl (http://www.capology.com/soccer/player/jonas-lossl/salary-profile/),"$36,941",GK,30,Starter,1,"$1,920,944",$0,$0,$0,$0,$0,$0,Huddersfield
362,Junior Hoilett (http://www.capology.com/soccer/player/junior-hoilett/salary-profile/),"$36,941",LW,28,Reserve,3,"$1,920,944","$1,920,944","$1,920,944",$0,$0,$0,$0,Cardiff
363,Marco van Ginkel (http://www.capology.com/soccer/player/marco-van-ginkel/salary-profile/),"$36,941",CM,26,Reserve,2,"$1,920,944","$1,920,944",$0,$0,$0,$0,$0,Chelsea
364,Stephen Ward (http://www.capology.com/soccer/player/stephen-ward/salary-profile/),"$36,941",LB,33,Reserve,1,"$1,920,944",$0,$0,$0,$0,$0,$0,Burnley
365,Tim Ream (http://www.capology.com/soccer/player/tim-ream/salary-profile/),"$35,622",CB,31,Reserve,2,"$1,852,339","$1,852,339",$0,$0,$0,$0,$0,Fulham
366,Beram Kayal (http://www.capology.com/soccer/player/beram-kayal/salary-profile/),"$32,983",CM,30,Reserve,2,"$1,715,129","$1,715,129",$0,$0,$0,$0,$0,Brighton
367,Bernardo (http://www.capology.com/soccer/player/bernardo/salary-profile/),"$32,983",LB,23,Reserve,4,"$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,Brighton
368,Charlie Taylor (http://www.capology.com/soccer/player/charlie-taylor/salary-profile/),"$32,983",LB,25,Starter,3,"$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,$0,Burnley
369,Christopher Schindler (http://www.capology.com/soccer/player/christopher-schindler/salary-profile/),"$32,983",CB,28,Starter,3,"$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,$0,Huddersfield
370,Diogo Dalot (http://www.capology.com/soccer/player/diogo-dalot/salary-profile/),"$32,983",RB,20,Reserve,5,"$1,715,129","$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,Manchester United
371,Dominic Solanke (http://www.capology.com/soccer/player/dominic-solanke/salary-profile/),"$32,983",CF,21,Reserve,4,"$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,Bournemouth
372,Elias Kachunga (http://www.capology.com/soccer/player/elias-kachunga/salary-profile/),"$32,983",RW,26,Reserve,2,"$1,715,129","$1,715,129",$0,$0,$0,$0,$0,Huddersfield
373,Josh Murphy (http://www.capology.com/soccer/player/josh-murphy/salary-profile/),"$32,983",LW,24,Starter,4,"$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,Cardiff
374,José Salomón Rondón (http://www.capology.com/soccer/player/jose-salomon-rondon/salary-profile/),"$32,983",CF,29,Reserve,1,"$1,715,129",$0,$0,$0,$0,$0,$0,Newcastle
375,Julián Speroni (http://www.capology.com/soccer/player/julian-speroni/salary-profile/),"$32,983",GK,39,Reserve,1,"$1,715,129",$0,$0,$0,$0,$0,$0,Crystal Palace
376,Karl Darlow (http://www.capology.com/soccer/player/karl-darlow/salary-profile/),"$32,983",GK,28,Reserve,2,"$1,715,129","$1,715,129",$0,$0,$0,$0,$0,Newcastle
377,Kenedy (http://www.capology.com/soccer/player/kenedy/salary-profile/),"$32,983",LM,23,Starter,1,"$1,715,129",$0,$0,$0,$0,$0,$0,Newcastle
378,Lys Mousset (http://www.capology.com/soccer/player/lys-mousset/salary-profile/),"$32,983",CF,23,Reserve,2,"$1,715,129","$1,715,129",$0,$0,$0,$0,$0,Bournemouth
379,Martin Kelly (http://www.capology.com/soccer/player/martin-kelly/salary-profile/),"$32,983",RB,28,Reserve,3,"$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,$0,Crystal Palace
380,Matthew Lowton (http://www.capology.com/soccer/player/matthew-lowton/salary-profile/),"$32,983",RB,29,Starter,3,"$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,$0,Burnley
381,Maxime Le Marchand (http://www.capology.com/soccer/player/maxime-le-marchand/salary-profile/),"$32,983",CB,29,Starter,4,"$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,Fulham
382,Miguel Britos (http://www.capology.com/soccer/player/miguel-britos/salary-profile/),"$32,983",CB,33,Reserve,1,"$1,715,129",$0,$0,$0,$0,$0,$0,Watford
383,Phil Bardsley (http://www.capology.com/soccer/player/phil-bardsley/salary-profile/),"$32,983",RB,33,Reserve,1,"$1,715,129",$0,$0,$0,$0,$0,$0,Burnley
384,Philippe Sandler (http://www.capology.com/soccer/player/philippe-sandler/salary-profile/),"$32,983",CB,22,Reserve,4,"$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,Manchester City
385,Rob Elliot (http://www.capology.com/soccer/player/rob-elliot/salary-profile/),"$32,983",GK,32,Reserve,2,"$1,715,129","$1,715,129",$0,$0,$0,$0,$0,Newcastle
386,Rob Holding (http://www.capology.com/soccer/player/rob-holding/salary-profile/),"$32,983",CB,23,Reserve,5,"$1,715,129","$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,Arsenal
387,Robert Green (http://www.capology.com/soccer/player/robert-green/salary-profile/),"$32,983",GK,39,Reserve,1,"$1,715,129",$0,$0,$0,$0,$0,$0,Chelsea
388,Sean Morrison (http://www.capology.com/soccer/player/sean-morrison/salary-profile/),"$32,983",CB,28,Starter,4,"$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,Cardiff
389,Tom Davies (http://www.capology.com/soccer/player/tom-davies/salary-profile/),"$32,983",CM,20,Starter,4,"$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,$0,Everton
390,Yves Bissouma (http://www.capology.com/soccer/player/yves-bissouma/salary-profile/),"$32,983",CM,22,Reserve,5,"$1,715,129","$1,715,129","$1,715,129","$1,715,129","$1,715,129",$0,$0,Brighton
391,Joe Ralls (http://www.capology.com/soccer/player/joe-ralls/salary-profile/),"$32,324",CM,25,Starter,4,"$1,680,826","$1,680,826","$1,680,826","$1,680,826",$0,$0,$0,Cardiff
392,Aron Gunnarsson (http://www.capology.com/soccer/player/aron-gunnarsson/salary-profile/),"$31,664",CM,29,Reserve,1,"$1,646,524",$0,$0,$0,$0,$0,$0,Cardiff
393,Ademola Lookman (http://www.capology.com/soccer/player/ademola-lookman/salary-profile/),"$30,345",LW,21,Reserve,3,"$1,577,919","$1,577,919","$1,577,919",$0,$0,$0,$0,Everton
394,Craig Cathcart (http://www.capology.com/soccer/player/craig-cathcart/salary-profile/),"$30,345",CB,30,Starter,3,"$1,577,919","$1,577,919","$1,577,919",$0,$0,$0,$0,Watford
395,Eldin Jakupovic (http://www.capology.com/soccer/player/eldin-jakupovic/salary-profile/),"$30,345",GK,34,Reserve,2,"$1,577,919","$1,577,919",$0,$0,$0,$0,$0,Leicester
396,Florent Hadergjonaj (http://www.capology.com/soccer/player/florent-hadergjonaj/salary-profile/),"$30,345",RB,24,Reserve,3,"$1,577,919","$1,577,919","$1,577,919",$0,$0,$0,$0,Huddersfield
397,Kevin Long (http://www.capology.com/soccer/player/kevin-long/salary-profile/),"$30,345",CB,28,Reserve,3,"$1,577,919","$1,577,919","$1,577,919",$0,$0,$0,$0,Burnley
398,Marc Navarro (http://www.capology.com/soccer/player/marc-navarro/salary-profile/),"$30,345",RB,23,Reserve,5,"$1,577,919","$1,577,919","$1,577,919","$1,577,919","$1,577,919",$0,$0,Watford
399,Brendan Galloway (http://www.capology.com/soccer/player/brendan-galloway/salary-profile/),"$29,685",LB,23,Reserve,2,"$1,543,616","$1,543,616",$0,$0,$0,$0,$0,Everton
400,Callum Paterson (http://www.capology.com/soccer/player/callum-paterson/salary-profile/),"$29,685",CM,24,Reserve,4,"$1,543,616","$1,543,616","$1,543,616","$1,543,616",$0,$0,$0,Cardiff
401,Jonathan Hogg (http://www.capology.com/soccer/player/jonathan-hogg/salary-profile/),"$29,685",CM,30,Starter,2,"$1,543,616","$1,543,616",$0,$0,$0,$0,$0,Huddersfield
402,Isaac Hayden (http://www.capology.com/soccer/player/isaac-hayden/salary-profile/),"$29,025",DM,24,Reserve,3,"$1,509,314","$1,509,314","$1,509,314",$0,$0,$0,$0,Newcastle
403,Kevin McDonald (http://www.capology.com/soccer/player/kevin-mcdonald/salary-profile/),"$29,025",DM,30,Starter,2,"$1,509,314","$1,509,314",$0,$0,$0,$0,$0,Fulham
404,Romain Saïss (http://www.capology.com/soccer/player/romain-saiss/salary-profile/),"$29,025",DM,29,Reserve,3,"$1,509,314","$1,509,314","$1,509,314",$0,$0,$0,$0,Wolverhampton
405,Juan Foyth (http://www.capology.com/soccer/player/juan-foyth/salary-profile/),"$28,492",CB,21,Starter,4,"$1,481,608","$1,481,608","$1,481,608","$1,481,608",$0,$0,$0,Tottenham
406,Bakary Sako (http://www.capology.com/soccer/player/bakary-sako/salary-profile/),"$27,706",LW,30,Reserve,1,"$1,440,708",$0,$0,$0,$0,$0,$0,Crystal Palace
407,Daniel Amartey (http://www.capology.com/soccer/player/daniel-amartey/salary-profile/),"$27,706",DM,24,Starter,4,"$1,440,708","$1,440,708","$1,440,708","$1,440,708",$0,$0,$0,Leicester
408,Gaëtan Bong (http://www.capology.com/soccer/player/gaetan-bong/salary-profile/),"$26,640",LB,30,Starter,1,"$1,385,297",$0,$0,$0,$0,$0,$0,Brighton
409,Leandro Bacuna (http://www.capology.com/soccer/player/leandro-bacuna/salary-profile/),"$26,412",CM,27,Reserve,5,"$1,373,423","$1,373,423","$1,373,423","$1,373,423","$1,373,423",$0,$0,Cardiff
410,Chris Löwe (http://www.capology.com/soccer/player/chris-lowe/salary-profile/),"$26,387",LB,29,Starter,2,"$1,372,103","$1,372,103",$0,$0,$0,$0,$0,Huddersfield
411,Cyrus Christie (http://www.capology.com/soccer/player/cyrus-christie/salary-profile/),"$26,387",RB,26,Reserve,3,"$1,372,103","$1,372,103","$1,372,103",$0,$0,$0,$0,Fulham
412,Danny Ward (http://www.capology.com/soccer/player/danny-ward-1290/salary-profile/),"$26,387",CF,28,Reserve,2,"$1,372,103","$1,372,103",$0,$0,$0,$0,$0,Cardiff
413,Danny Ward (http://www.capology.com/soccer/player/danny-ward/salary-profile/),"$26,387",GK,25,Reserve,4,"$1,372,103","$1,372,103","$1,372,103","$1,372,103",$0,$0,$0,Leicester
414,David Brooks (http://www.capology.com/soccer/player/david-brooks/salary-profile/),"$26,387",AM,21,Starter,4,"$1,372,103","$1,372,103","$1,372,103","$1,372,103",$0,$0,$0,Bournemouth
415,Dominic Calvert-Lewin (http://www.capology.com/soccer/player/dominic-calvert-lewin/salary-profile/),"$26,387",CF,22,Reserve,5,"$1,372,103","$1,372,103","$1,372,103","$1,372,103","$1,372,103",$0,$0,Everton
416,Jan Bednarek (http://www.capology.com/soccer/player/jan-bednarek/salary-profile/),"$26,387",CB,23,Starter,4,"$1,372,103","$1,372,103","$1,372,103","$1,372,103",$0,$0,$0,Southampton
417,Kiko Femenía (http://www.capology.com/soccer/player/kiko-femenia/salary-profile/),"$26,387",RB,28,Reserve,3,"$1,372,103","$1,372,103","$1,372,103",$0,$0,$0,$0,Watford
418,Kyle Walker-Peters (http://www.capology.com/soccer/player/kyle-walker-peters/salary-profile/),"$26,387",RB,21,Reserve,5,"$1,372,103","$1,372,103","$1,372,103","$1,372,103","$1,372,103",$0,$0,Tottenham
419,Marcus Rashford (http://www.capology.com/soccer/player/marcus-rashford/salary-profile/),"$26,387",CF,21,Starter,2,"$1,372,103","$1,372,103",$0,$0,$0,$0,$0,Manchester United
420,Oleksandr Zinchenko (http://www.capology.com/soccer/player/oleksandr-zinchenko/salary-profile/),"$26,387",LB,22,Reserve,2,"$1,372,103","$1,372,103",$0,$0,$0,$0,$0,Manchester City
421,Paulo Gazzaniga (http://www.capology.com/soccer/player/paulo-gazzaniga/salary-profile/),"$26,387",GK,27,Reserve,4,"$1,372,103","$1,372,103","$1,372,103","$1,372,103",$0,$0,$0,Tottenham
